observation_id,access,user_id,specie_id,specie_name,major_clade,family_molecules,family_morphology,location_id,location_name,latitude,longitude,resource_id,resource_secondary_id,measurement_id,trait_id,trait_name,standard_id,standard_unit,methodology_id,methodology_name,value,value_type,precision,precision_type,precision_upper,replicates,notes
90487,1,15,1281,Porites cylindrica,Complex,Poritidae,Poritidae,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,466,683,95649,153,Irradiance,53,µmol quanta m^-2 s^-1,,,~500-750,raw_value,"","","","",""
90487,1,15,1281,Porites cylindrica,Complex,Poritidae,Poritidae,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,466,683,95646,133,Dark respiration,46,µmol O2 cm^-2 h^-1,24,Oxygen consumption in dark stirring chamber normalized to surface area by foil,0.72,raw_value,"","","","",Oxygen consumption in dark stirring chamber normalized to srface area by foil
90526,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,584,683,95842,134,Gross photosynthesis,46,µmol O2 cm^-2 h^-1,27,Oxygen production in the light in stirring chambers,2.86,raw_value,"","","","",Oxygen production in the light in stirring chambers
90526,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,584,683,95843,143,Water depth,9,m,,,10,raw_value,"","","","",""
90526,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,584,683,95844,142,Habitat type,10,cat,,,fore,raw_value,"","","","",""
90526,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,584,683,95845,151,Season,10,cat,,,July - Sept 1984,raw_value,"","","","",""
90526,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,584,683,95846,152,Water temperature,52,ºC,,,~28,raw_value,"","","","",""
90526,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,584,683,95847,153,Irradiance,53,µmol quanta m^-2 s^-1,,,285,raw_value,"","","","",""
90489,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,584,683,95656,133,Dark respiration,46,µmol O2 cm^-2 h^-1,25,Oxygen consumption in chambers in the dark,0.31,raw_value,"","","","",Oxygen consumption in chambers in the dark
90489,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,584,683,95657,143,Water depth,9,m,,,10,raw_value,"","","","",""
90489,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,584,683,95658,142,Habitat type,10,cat,,,fore,raw_value,"","","","",""
90489,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,584,683,95659,151,Season,10,cat,,,July - Sept 1984,raw_value,"","","","",""
90489,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,584,683,95660,152,Water temperature,52,ºC,,,~28,raw_value,"","","","",""
90489,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,584,683,95661,153,Irradiance,53,µmol quanta m^-2 s^-1,,,285,raw_value,"","","","",""
90525,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,555,683,95836,134,Gross photosynthesis,46,µmol O2 cm^-2 h^-1,27,Oxygen production in the light in stirring chambers,3.67,raw_value,"","","","",Oxygen production in the light in stirring chambers
90525,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,555,683,95837,143,Water depth,9,m,,,10,raw_value,"","","","",""
90525,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,555,683,95838,142,Habitat type,10,cat,,,fore,raw_value,"","","","",""
90525,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,555,683,95839,151,Season,10,cat,,,July - Sept 1984,raw_value,"","","","",""
90525,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,555,683,95840,152,Water temperature,52,ºC,,,~28,raw_value,"","","","",""
90525,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,555,683,95841,153,Irradiance,53,µmol quanta m^-2 s^-1,,,285,raw_value,"","","","",""
90488,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,555,683,95651,143,Water depth,9,m,,,10,raw_value,"","","","",""
90488,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,555,683,95652,142,Habitat type,10,cat,,,fore,raw_value,"","","","",""
90488,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,555,683,95653,151,Season,10,cat,,,July - Sept 1984,raw_value,"","","","",""
90488,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,555,683,95654,152,Water temperature,52,ºC,,,~28,raw_value,"","","","",""
90488,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,555,683,95655,153,Irradiance,53,µmol quanta m^-2 s^-1,,,285,raw_value,"","","","",""
90488,1,15,1316,Porites porites,Complex,Poritidae,Poritidae,47,Jamaica,18.13265,-77.29588889,555,683,95650,133,Dark respiration,46,µmol O2 cm^-2 h^-1,25,Oxygen consumption in chambers in the dark,0.53,raw_value,"","","","",Oxygen consumption in chambers in the dark
